Date,Longitude,Latitude,Elevation,Max Temperature,Min Temperature,Precipitation,Wind,Relative Humidity,Solar
2/21/1990,76.25,10.77190018,43,33.596,17.019,0,1.838695231,0.600569754,24.63
2/22/1990,76.25,10.77190018,43,33.838,18.918,0,1.921717022,0.57026551,24.82
2/23/1990,76.25,10.77190018,43,33.46,14.414,0,1.617510608,0.681501667,24.85
2/24/1990,76.25,10.77190018,43,33.171,15.876,0,1.703051081,0.703743595,24.17
2/25/1990,76.25,10.77190018,43,32.813,16.831,0,1.641568185,0.710061805,24.28
2/26/1990,76.25,10.77190018,43,34.664,17.508,0,1.7444416,0.662172607,24.66
2/27/1990,76.25,10.77190018,43,36.633,18.437,0,1.908382526,0.582754268,25.01
2/28/1990,76.25,10.77190018,43,35.843,18.197,0,1.811958234,0.591818547,24.55
3/1/1990,76.25,10.77190018,43,36.654,22.263,0,1.527702473,0.525221349,20.04
3/2/1990,76.25,10.77190018,43,33.549,22.316,0,1.227389444,0.645062766,16.42
3/3/1990,76.25,10.77190018,43,33.745,21.597,3.591156643,1.308543124,0.655037538,22.88
3/4/1990,76.25,10.77190018,43,33.811,19.883,0.312423566,1.525883933,0.678422675,19.67
3/5/1990,76.25,10.77190018,43,34.735,20.348,0,1.981731568,0.624015527,24.79
3/6/1990,76.25,10.77190018,43,35.447,20.099,0,1.685759066,0.63387351,24.12
3/7/1990,76.25,10.77190018,43,34.849,21.97,0,2.107240009,0.582786986,24.78
3/8/1990,76.25,10.77190018,43,35.165,21.348,0,1.816842502,0.520337074,25.03
3/9/1990,76.25,10.77190018,43,35.635,18.655,0,1.979910924,0.555572813,25.34
3/10/1990,76.25,10.77190018,43,35.74,18.384,0,1.671933636,0.581693807,25.31
3/11/1990,76.25,10.77190018,43,35.508,21.035,0,1.571732804,0.587132888,24.14
3/12/1990,76.25,10.77190018,43,35.54,21.959,0,1.330452442,0.606027307,15.84
3/13/1990,76.25,10.77190018,43,34.676,22.621,0.48751848,1.448148503,0.610705354,14.95
3/14/1990,76.25,10.77190018,43,34.173,20.822,0.791359272,1.164625669,0.648593598,16.94
3/15/1990,76.25,10.77190018,43,35.305,18.511,0.053215099,1.526306305,0.699325682,18.83
3/16/1990,76.25,10.77190018,43,28.32,20.633,0.5802156,0.928543441,0.804435182,3.10
3/17/1990,76.25,10.77190018,43,39.055,22.076,1.8024444,1.410221582,0.631955947,23.32
3/18/1990,76.25,10.77190018,43,40.283,21.014,0.65403,1.569575815,0.559493121,26.11
3/19/1990,76.25,10.77190018,43,39.483,20.517,0.08583066,1.536655826,0.56310586,25.81
3/20/1990,76.25,10.77190018,43,37.949,22.12,1.40419152,1.626051382,0.657670787,22.02
3/21/1990,76.25,10.77190018,43,36.017,22.469,3.96194603,1.626688589,0.747705708,18.33
3/22/1990,76.25,10.77190018,43,35.996,22.54,1.75266144,1.285264053,0.74227879,22.90
3/23/1990,76.25,10.77190018,43,35.187,21.751,0.913238438,1.530044104,0.705970459,22.32
3/24/1990,76.25,10.77190018,43,35.15,22.354,0.051498403,1.392861942,0.64884825,21.08
3/25/1990,76.25,10.77190018,43,35.962,18.33,0,1.783698054,0.538317876,25.99
3/26/1990,76.25,10.77190018,43,36.28,18.643,0,1.991716364,0.513391021,26.09
3/27/1990,76.25,10.77190018,43,35.81,20.069,0,2.107061391,0.526382703,26.04
3/28/1990,76.25,10.77190018,43,36.506,20.806,0,2.213412834,0.497618814,26.19
3/29/1990,76.25,10.77190018,43,36.68,19.94,0,1.711620746,0.535762811,25.19
3/30/1990,76.25,10.77190018,43,35.764,21.249,0,1.327121458,0.69444922,22.73
3/31/1990,76.25,10.77190018,43,28.581,22.593,6.10084764,1.471378237,0.851085681,8.82
4/1/1990,76.25,10.77190018,43,36.547,21.214,0.151062084,1.668572794,0.669100565,19.81
4/2/1990,76.25,10.77190018,43,35.663,22.696,0.010299672,1.606065056,0.705142199,19.00
4/3/1990,76.25,10.77190018,43,35.936,22.366,1.85394564,1.460487473,0.700506286,19.96
4/4/1990,76.25,10.77190018,43,36.139,21.519,0,1.679445387,0.65384156,22.41
4/5/1990,76.25,10.77190018,43,37.389,21.356,0.281524644,1.339853566,0.638353291,25.26
4/6/1990,76.25,10.77190018,43,39.52,23.663,1.21193118,1.315327917,0.620779242,13.29
4/7/1990,76.25,10.77190018,43,35.406,23.445,0,1.415852925,0.661721766,7.77
4/8/1990,76.25,10.77190018,43,36.535,24.295,0.00686646,1.325259928,0.612279539,19.30
4/9/1990,76.25,10.77190018,43,36.11,24.351,0.113296428,1.50781427,0.650088711,15.82
4/10/1990,76.25,10.77190018,43,31.628,23.686,0.5973813,1.065381889,0.787952979,5.08
4/11/1990,76.25,10.77190018,43,34.654,22.003,0,1.323230741,0.689936503,16.47
4/12/1990,76.25,10.77190018,43,36.755,22.325,0.020599344,1.482417918,0.614999701,20.44
4/13/1990,76.25,10.77190018,43,36.944,22.018,0,1.692848747,0.607533943,21.54
4/14/1990,76.25,10.77190018,43,36.306,21.597,0,1.718889117,0.686289622,22.22
4/15/1990,76.25,10.77190018,43,37.523,22.356,5.270004,1.168902473,0.704015383,13.83
4/16/1990,76.25,10.77190018,43,37.573,24.564,2.441023531,1.744554556,0.7284362,17.70
4/17/1990,76.25,10.77190018,43,37.112,22.76,0.50811714,1.532322794,0.689058451,16.44
4/18/1990,76.25,10.77190018,43,36.722,23.525,34.7236632,2.099805665,0.686396579,23.83
4/19/1990,76.25,10.77190018,43,32.203,23.11,6.51283308,1.378083137,0.782020098,25.15
4/20/1990,76.25,10.77190018,43,31.14,23.379,1.301193396,1.070012816,0.850528978,11.97
4/21/1990,76.25,10.77190018,43,34.187,22.261,4.039189632,1.463344552,0.756412506,23.62
4/22/1990,76.25,10.77190018,43,33.966,22.959,4.09240836,1.305030936,0.752806712,25.62
4/23/1990,76.25,10.77190018,43,36.172,23.628,0,1.774950665,0.707043327,25.40
4/24/1990,76.25,10.77190018,43,36.709,23.479,0,1.639111291,0.713481543,25.36
4/25/1990,76.25,10.77190018,43,32.773,23.732,4.54902498,1.599449027,0.76531682,25.67
4/26/1990,76.25,10.77190018,43,36.989,22.336,0.01373292,1.686234768,0.708179447,25.70
4/27/1990,76.25,10.77190018,43,39.046,23.144,0.010299686,1.648451379,0.700193879,25.84
4/28/1990,76.25,10.77190018,43,36.824,23.946,0.02059938,1.836950224,0.730241558,25.35
4/29/1990,76.25,10.77190018,43,34.652,23.64,5.62706244,1.590289499,0.758915338,21.47
4/30/1990,76.25,10.77190018,43,37.735,23.568,5.10864084,1.223637523,0.795330555,8.36
5/1/1990,76.25,10.77190018,43,33.274,22.414,4.617691704,0.96850478,0.764791296,22.88
5/2/1990,76.25,10.77190018,43,31.801,23.278,19.27071324,1.091025493,0.860558243,23.57
5/3/1990,76.25,10.77190018,43,33.834,23.133,2.43072612,1.149045597,0.745182359,12.39
5/4/1990,76.25,10.77190018,43,35.196,24.348,0.00686646,1.304560022,0.657204036,21.60
5/5/1990,76.25,10.77190018,43,30.181,24.065,15.83061215,1.024177061,0.822175456,22.62
5/6/1990,76.25,10.77190018,43,34.401,24.484,9.492877728,1.286156691,0.799102386,15.68
5/7/1990,76.25,10.77190018,43,33.57,24.194,17.84420172,1.186410724,0.813670152,22.46
5/8/1990,76.25,10.77190018,43,29.496,24.231,29.03136876,1.502855161,0.892421664,22.66
5/9/1990,76.25,10.77190018,43,27.153,24.139,20.2217098,1.035431582,0.927606055,11.68
5/10/1990,76.25,10.77190018,43,29.091,23.791,14.63241326,0.921091905,0.90381965,22.41
5/11/1990,76.25,10.77190018,43,33.37,23.453,0.048065184,1.175265658,0.795025192,24.16
5/12/1990,76.25,10.77190018,43,33.397,22.695,3.385164996,1.246256141,0.813364757,24.06
5/13/1990,76.25,10.77190018,43,32.917,23.799,0.133895909,1.514424511,0.765300717,21.76
5/14/1990,76.25,10.77190018,43,33.974,21.818,0,1.479490938,0.738741881,23.36
5/15/1990,76.25,10.77190018,43,33.95,21.24,0,1.593567844,0.703223607,25.36
5/16/1990,76.25,10.77190018,43,34.32,20.06,0,1.74427516,0.710292313,25.62
5/17/1990,76.25,10.77190018,43,31.706,21.597,6.087107369,1.347644785,0.807848834,24.12
5/18/1990,76.25,10.77190018,43,25.547,23.788,60.7337424,1.035124334,0.942551356,4.48
5/19/1990,76.25,10.77190018,43,26.23,23.083,52.43913684,1.374661901,0.950017229,8.97
5/20/1990,76.25,10.77190018,43,25.286,23.877,61.2350316,1.808591665,0.959926903,5.41
5/21/1990,76.25,10.77190018,43,25.144,23.386,18.975447,0.908042435,0.949274389,3.06
5/22/1990,76.25,10.77190018,43,25.289,23.701,73.9723104,1.19952115,0.963377018,3.75
5/23/1990,76.25,10.77190018,43,26.71,23.544,86.22209448,1.193835872,0.951470406,6.99
5/24/1990,76.25,10.77190018,43,25.775,22.498,18.58405558,1.16302366,0.950797612,4.86
5/25/1990,76.25,10.77190018,43,24.734,23.45,144.7277004,1.449607573,0.973709375,1.91
5/26/1990,76.25,10.77190018,43,24.897,23.471,85.0959684,1.585984683,0.96872807,6.51
5/27/1990,76.25,10.77190018,43,25.522,23.492,70.731342,1.830271581,0.965352001,6.74
5/28/1990,76.25,10.77190018,43,25.772,23.18,46.0138356,2.15907865,0.954416587,12.06
5/29/1990,76.25,10.77190018,43,29.423,22.822,8.514405,1.856807551,0.857908635,24.84
5/30/1990,76.25,10.77190018,43,27.209,22.657,13.506318,1.315317738,0.920483623,18.78
5/31/1990,76.25,10.77190018,43,25.079,22.767,40.73177808,1.264715601,0.95462709,3.72
6/1/1990,76.25,10.77190018,43,27.221,22.265,18.30081262,1.351527329,0.927001068,20.00
6/2/1990,76.25,10.77190018,43,29.512,22.888,2.98862766,1.462830887,0.864366325,22.45
6/3/1990,76.25,10.77190018,43,28.462,23.273,2.828978964,1.659989848,0.883893208,22.18
6/4/1990,76.25,10.77190018,43,28.286,22.7,9.410474304,1.428956818,0.891447348,20.57
6/5/1990,76.25,10.77190018,43,27.176,21.762,29.7214467,1.337608783,0.934739079,21.24
6/6/1990,76.25,10.77190018,43,28.408,21.088,3.874396644,1.156596134,0.886299676,20.21
6/7/1990,76.25,10.77190018,43,28.564,22.122,0.044631958,0.978822056,0.87205457,12.76
6/8/1990,76.25,10.77190018,43,26.215,22.4,14.01271741,1.226399487,0.915303757,14.39
6/9/1990,76.25,10.77190018,43,25.574,22.923,12.66517692,1.479126399,0.939851626,10.84
6/10/1990,76.25,10.77190018,43,27.391,22.929,11.64207355,1.844503895,0.895627074,19.18
6/11/1990,76.25,10.77190018,43,25.692,22.036,34.42326242,1.602751523,0.942374633,15.32
6/12/1990,76.25,10.77190018,43,25.161,22.801,46.101402,2.239446525,0.949920619,10.69
6/13/1990,76.25,10.77190018,43,24.771,22.517,24.04461096,2.465808954,0.949637026,10.42
6/14/1990,76.25,10.77190018,43,26.001,22.41,6.384087036,2.077067631,0.918017397,15.71
6/15/1990,76.25,10.77190018,43,25.523,22.546,21.52119244,1.889282787,0.945097582,15.42
6/16/1990,76.25,10.77190018,43,24.14,22.41,18.71968367,1.798157552,0.957862013,6.30
6/17/1990,76.25,10.77190018,43,25.079,21.922,18.80550396,1.810437166,0.959135013,10.38
6/18/1990,76.25,10.77190018,43,25.855,21.835,15.61774752,1.9265003,0.940217365,19.06
6/19/1990,76.25,10.77190018,43,25.853,20.772,23.42663424,1.734321571,0.944115882,18.05
6/20/1990,76.25,10.77190018,43,25.939,20.482,10.24132651,1.477125692,0.939969777,16.48
6/21/1990,76.25,10.77190018,43,25.989,20.846,7.25097726,1.307971444,0.94375414,12.87
6/22/1990,76.25,10.77190018,43,26.246,22.771,10.87474795,1.600300193,0.940508186,15.97
6/23/1990,76.25,10.77190018,43,26.163,22.121,9.970097652,1.680755786,0.939604433,18.38
6/24/1990,76.25,10.77190018,43,26.465,21.035,9.83791116,1.511684838,0.931858492,22.76
6/25/1990,76.25,10.77190018,43,26.188,21.747,22.95285336,1.411529513,0.939051876,15.68
6/26/1990,76.25,10.77190018,43,24.835,22.318,40.68032576,1.436597931,0.959295119,3.80
6/27/1990,76.25,10.77190018,43,25.929,21.266,26.56545768,1.464182964,0.943370524,16.94
6/28/1990,76.25,10.77190018,43,25.459,20.08,15.04097424,1.094288081,0.957415915,11.70
6/29/1990,76.25,10.77190018,43,26.682,20.769,8.55303372,1.117834464,0.931538027,18.38
6/30/1990,76.25,10.77190018,43,26.914,21.279,10.45760544,1.778384489,0.926309747,19.49
7/1/1990,76.25,10.77190018,43,25.163,21.288,15.87352228,1.678854236,0.947789532,12.25
7/2/1990,76.25,10.77190018,43,26.174,22.017,21.97437192,1.911732354,0.934597092,15.59
7/3/1990,76.25,10.77190018,43,24.565,22.099,24.90806268,1.712630093,0.95725499,9.60
7/4/1990,76.25,10.77190018,43,24.543,22.169,16.14561408,1.486548781,0.960702691,7.35
7/5/1990,76.25,10.77190018,43,24.473,22.372,32.54528664,1.163842279,0.964551473,5.29
7/6/1990,76.25,10.77190018,43,24.814,22.256,37.96977816,1.010501875,0.965573028,8.45
7/7/1990,76.25,10.77190018,43,23.656,22.379,45.42675228,1.162883743,0.97602592,2.21
7/8/1990,76.25,10.77190018,43,24.77,22.604,28.7738892,1.192220959,0.963256634,9.10
7/9/1990,76.25,10.77190018,43,24.421,21.304,27.64950336,1.220362448,0.96617442,9.04
7/10/1990,76.25,10.77190018,43,23.451,22.281,34.48162512,1.445276235,0.973306729,3.57
7/11/1990,76.25,10.77190018,43,23.78,22.345,51.4941048,1.830062744,0.974937502,2.00
7/12/1990,76.25,10.77190018,43,24.312,21.732,58.23267696,1.560449925,0.97072515,7.04
7/13/1990,76.25,10.77190018,43,25.42,21.96,20.75386068,1.685203638,0.946342641,16.58
7/14/1990,76.25,10.77190018,43,23.491,20.759,10.31427576,1.569443091,0.965519043,6.66
7/15/1990,76.25,10.77190018,43,25.041,20.887,14.44358124,1.667893999,0.951552409,19.73
7/16/1990,76.25,10.77190018,43,24.68,22.057,19.1831508,1.773087505,0.961038317,12.72
7/17/1990,76.25,10.77190018,43,24.911,21.927,30.6115164,2.089192678,0.955197682,14.14
7/18/1990,76.25,10.77190018,43,25.244,21.202,20.93066748,1.504496387,0.956467718,17.25
7/19/1990,76.25,10.77190018,43,24.805,21.211,24.11928,1.365786948,0.956485546,16.44
7/20/1990,76.25,10.77190018,43,25.769,20.416,3.640939416,1.422270243,0.931007712,17.06
7/21/1990,76.25,10.77190018,43,23.651,20.322,15.86923092,1.462831551,0.966967414,8.88
7/22/1990,76.25,10.77190018,43,24.337,21.548,14.51568384,1.929051932,0.957909555,12.99
7/23/1990,76.25,10.77190018,43,25.485,21.615,7.6131792,2.28428912,0.930503509,19.75
7/24/1990,76.25,10.77190018,43,25.036,20.297,19.90928556,1.463737394,0.962864543,12.47
7/25/1990,76.25,10.77190018,43,26.885,19.297,3.312206993,1.694089996,0.906139807,22.52
7/26/1990,76.25,10.77190018,43,28.746,20.853,0.223159954,1.770380359,0.869879778,22.54
7/27/1990,76.25,10.77190018,43,27.963,22.234,7.17716214,1.644106199,0.888400374,23.76
7/28/1990,76.25,10.77190018,43,27.839,21.466,1.206779508,1.530994259,0.872065035,20.54
7/29/1990,76.25,10.77190018,43,28.421,20.768,2.259060192,1.720310244,0.869335008,23.18
7/30/1990,76.25,10.77190018,43,28.416,21.532,3.168868205,1.961052793,0.879715453,21.77
7/31/1990,76.25,10.77190018,43,27.511,20.897,2.288247192,1.812281688,0.873578757,18.84
8/1/1990,76.25,10.77190018,43,26.046,21.987,8.47148904,1.478041281,0.931873213,17.18
8/2/1990,76.25,10.77190018,43,25.405,22.415,13.43422303,1.608244785,0.950990293,12.84
8/3/1990,76.25,10.77190018,43,28.129,22.644,4.023742032,1.706748294,0.894653466,19.77
8/4/1990,76.25,10.77190018,43,28.072,22.735,10.38723366,1.920784784,0.879084405,22.82
8/5/1990,76.25,10.77190018,43,26.265,22.405,6.080249016,1.690197496,0.925778447,16.38
8/6/1990,76.25,10.77190018,43,25.799,21.68,8.75987856,2.112804729,0.93614706,12.88
8/7/1990,76.25,10.77190018,43,26.727,21.58,3.39717852,1.556307788,0.919346959,15.74
8/8/1990,76.25,10.77190018,43,23.321,21.714,24.17334912,1.893092558,0.965855851,4.46
8/9/1990,76.25,10.77190018,43,22.627,21.754,34.1932248,1.899667179,0.973796162,1.32
8/10/1990,76.25,10.77190018,43,23.417,21.774,37.3809816,2.324890554,0.96915145,6.81
8/11/1990,76.25,10.77190018,43,23.202,21.788,29.134368,2.053015842,0.971662583,4.20
8/12/1990,76.25,10.77190018,43,23.285,21.9,15.83919864,2.234739711,0.966477966,4.76
8/13/1990,76.25,10.77190018,43,25.028,21.478,16.97388206,2.067367994,0.950027047,16.85
8/14/1990,76.25,10.77190018,43,24.316,21.879,28.19710156,2.17240775,0.958720642,11.50
8/15/1990,76.25,10.77190018,43,23.175,21.698,19.90757592,2.023831538,0.966180075,4.27
8/16/1990,76.25,10.77190018,43,24.573,22.32,26.14746276,2.433752816,0.959563345,13.27
8/17/1990,76.25,10.77190018,43,25.854,21.411,16.55502638,1.970301349,0.942333552,22.38
8/18/1990,76.25,10.77190018,43,29.46,19.569,3.340531836,2.045909196,0.83973977,24.87
8/19/1990,76.25,10.77190018,43,25.299,21.863,23.06785032,1.533763814,0.954089252,16.62
8/20/1990,76.25,10.77190018,43,26.223,21.504,9.973524528,1.620294677,0.928817323,16.91
8/21/1990,76.25,10.77190018,43,27.751,20.801,5.386731588,1.769254799,0.903714491,21.91
8/22/1990,76.25,10.77190018,43,25.909,21.963,12.88834344,1.84190305,0.94369016,14.34
8/23/1990,76.25,10.77190018,43,26.085,21.931,20.41911252,1.695249902,0.944041501,20.29
8/24/1990,76.25,10.77190018,43,28.059,20.069,3.931044516,1.703913708,0.888991114,20.13
8/25/1990,76.25,10.77190018,43,26.83,21.869,13.72775519,1.592847084,0.931905018,19.30
8/26/1990,76.25,10.77190018,43,26.223,20.375,14.26849416,1.600752204,0.943087518,18.02
8/27/1990,76.25,10.77190018,43,26.513,21.237,5.563539396,1.81337097,0.901785259,17.66
8/28/1990,76.25,10.77190018,43,28.205,20.358,3.034971324,1.444988958,0.878488997,24.54
8/29/1990,76.25,10.77190018,43,25.895,20.011,7.563402396,1.387742745,0.936743371,18.26
8/30/1990,76.25,10.77190018,43,28.188,18.299,1.682280864,1.578647153,0.870733776,24.62
8/31/1990,76.25,10.77190018,43,27.593,21.68,2.883910824,1.372181794,0.891451447,8.82
9/1/1990,76.25,10.77190018,43,28.779,21.073,0.63514728,1.4586777,0.850985101,17.86
9/2/1990,76.25,10.77190018,43,28.99,20.532,1.24454484,1.65419768,0.827680908,23.70
9/3/1990,76.25,10.77190018,43,29.922,19.057,0.635147172,1.76332909,0.830594191,24.01
9/4/1990,76.25,10.77190018,43,26.255,20.832,14.6993625,1.289723318,0.949439043,18.51
9/5/1990,76.25,10.77190018,43,27.98,19.146,4.804799458,1.378006728,0.905274662,20.82
9/6/1990,76.25,10.77190018,43,26.578,20.48,13.60587816,0.960374159,0.940192408,22.19
9/7/1990,76.25,10.77190018,43,28.205,20.957,23.86095012,0.956770396,0.927287691,20.44
9/8/1990,76.25,10.77190018,43,23.584,22.571,70.4292588,1.443943548,0.975878457,1.76
9/9/1990,76.25,10.77190018,43,29.103,21.501,3.12509592,1.759950808,0.880971478,19.24
9/10/1990,76.25,10.77190018,43,28.772,20.693,1.74407927,1.549483191,0.851878273,21.34
9/11/1990,76.25,10.77190018,43,28.627,22.238,3.580854912,2.047660205,0.836365838,22.06
9/12/1990,76.25,10.77190018,43,28.907,22.136,0.713252628,1.992571532,0.807420396,19.28
9/13/1990,76.25,10.77190018,43,29.889,19.948,0,1.745083453,0.800361084,19.84
9/14/1990,76.25,10.77190018,43,30.981,21.739,0.017166132,1.848948973,0.793765559,24.41
9/15/1990,76.25,10.77190018,43,30.998,21.694,0,1.789850299,0.783779442,23.35
9/16/1990,76.25,10.77190018,43,31.851,22.327,0,1.810296944,0.757856122,24.63
9/17/1990,76.25,10.77190018,43,31.782,21.771,0.020599358,1.826874088,0.758311463,24.71
9/18/1990,76.25,10.77190018,43,32.372,20.924,0,1.925156294,0.736196699,23.69
9/19/1990,76.25,10.77190018,43,31.712,21.037,0.006866453,1.735844643,0.768494781,23.60
9/20/1990,76.25,10.77190018,43,28.977,22.183,4.593657413,1.484502679,0.856193495,22.48
9/21/1990,76.25,10.77190018,43,30.547,20.626,1.00421928,1.424453644,0.823041879,23.98
9/22/1990,76.25,10.77190018,43,28.654,20.204,6.105999679,0.885400352,0.892992777,16.29
9/23/1990,76.25,10.77190018,43,30.877,19.206,0.123596194,1.357931088,0.826041349,23.88
9/24/1990,76.25,10.77190018,43,30.686,18.876,0.104713438,1.403234466,0.804392296,24.52
9/25/1990,76.25,10.77190018,43,30.701,20.219,0.003433226,1.157774818,0.817531853,19.63
9/26/1990,76.25,10.77190018,43,31.804,20.012,0,1.451366585,0.760212162,24.15
9/27/1990,76.25,10.77190018,43,30.79,18.407,0.003433226,1.32636217,0.768344875,20.11
9/28/1990,76.25,10.77190018,43,29.56,19.832,3.191185706,1.220129451,0.853977548,22.51
9/29/1990,76.25,10.77190018,43,29.509,18.933,4.40140194,1.216783779,0.863861718,23.76
9/30/1990,76.25,10.77190018,43,30.695,18.996,0.137329013,1.638805094,0.798084087,23.37
10/1/1990,76.25,10.77190018,43,29.561,19.398,3.61862285,1.367832249,0.82696981,23.21
10/2/1990,76.25,10.77190018,43,26.809,19.522,7.024383893,1.233465742,0.928160083,18.69
10/3/1990,76.25,10.77190018,43,30.456,18.429,0.248908752,1.680904075,0.810097239,22.87
10/4/1990,76.25,10.77190018,43,31.133,19.39,0,1.863267793,0.756318599,23.48
10/5/1990,76.25,10.77190018,43,31.256,20.473,0,2.013814716,0.774253588,23.86
10/6/1990,76.25,10.77190018,43,30.241,20.759,1.280593699,1.63021316,0.820563384,23.06
10/7/1990,76.25,10.77190018,43,31.336,20.281,0.123596244,1.619565692,0.770809129,21.63
10/8/1990,76.25,10.77190018,43,32.644,19.671,0,1.725583125,0.772083505,23.88
10/9/1990,76.25,10.77190018,43,32.845,19.069,0,1.482669313,0.761139744,23.34
10/10/1990,76.25,10.77190018,43,34.909,21.938,0,1.386938221,0.730679585,20.00
10/11/1990,76.25,10.77190018,43,33.501,20.368,1.340674992,0.926160689,0.799942436,21.00
10/12/1990,76.25,10.77190018,43,32.371,22.443,2.80837944,1.362686929,0.788397594,18.52
10/13/1990,76.25,10.77190018,43,33.308,21.662,0.15106199,1.283550388,0.704138153,18.91
10/14/1990,76.25,10.77190018,43,35.029,21.557,2.042770932,1.386683804,0.713311955,13.90
10/15/1990,76.25,10.77190018,43,31.772,21.034,13.59901476,1.353870609,0.862907584,22.73
10/16/1990,76.25,10.77190018,43,38.83,21.146,0.755309959,1.379939654,0.717815614,21.67
10/17/1990,76.25,10.77190018,43,35.597,21.971,2.289961404,1.396597354,0.798525003,19.87
